No,이름,성별,신장,체중,혈액형,생일,전화번호,이메일아이디,이메일도메인,종교관
9283,이정종,남성,171.2,61.5,A형,1969-02-12,3054-5514,vdahqxv2cyly4,gmail.com,무교
9284,조협정,여성,155.1,54.2,A형,1986-06-29,4224-0088,nq6gyk0j,yahoo.com,무교
9285,김종덕,여성,153.2,63.2,O형,1971-08-10,7495-6233,prc1g1bytr8c,gmail.com,무교
9286,김영용,여성,159.6,52.6,A형,1970-11-25,7493-0791,pyxym72zquw,daum.net,기독교
9287,이정석,여성,152.8,61.6,AB형,1986-10-29,0104-3540,zym5xp6hp,naver.com,불교
9288,김협정,여성,164.6,48,A형,1990-06-18,9819-5030,t6fjfvl5xk6,yahoo.com,천주교
9289,최훈훈,여성,155.3,56,AB형,1969-12-17,0268-0944,gqlycjkv2,gmail.com,불교
9290,정정지,여성,159.8,58,A형,1987-08-09,9144-0701,ssyfcfxx,naver.com,무교
9291,오협준,여성,149.8,53.4,O형,1989-03-26,9351-7040,h4jpv3fa,daum.net,무교
9292,윤정희,여성,158.7,55.8,A형,1973-07-01,2393-9550,u5zg35,yahoo.com,천주교
9293,황우훈,여성,157.2,52.2,A형,1973-12-16,0780-2117,zbxp5weryo,daum.net,무교
9294,위성덕,여성,157.2,56.4,A형,1949-12-30,9312-6278,c8qd07x,yahoo.com,기독교
9295,현영희,남성,173.2,66.9,B형,1984-03-31,1173-3667,qlea0x1e,gmail.com,무교
9296,마종협,남성,169.9,70,O형,1972-06-16,9161-6383,j95conqa1tn,daum.net,불교
9297,오서희,남성,175.8,72.3,B형,1988-09-20,7705-4306,hwljk8z6pbpq,gmail.com,기독교
9298,정훈우,남성,170.9,72.1,A형,1956-04-26,7495-0333,zusdfm,naver.com,무교
9299,방현정,여성,152.9,54.6,O형,1974-10-06,3151-9110,s6p4zlkygq2,naver.com,무교
9300,곽정준,여성,161.8,60,A형,1946-10-16,7324-8621,pt5aisu76syr,yahoo.com,기독교
9301,전석택,여성,156.1,58.8,O형,1991-07-01,1167-1843,j2a2af,yahoo.com,무교
9302,장덕정,여성,152.9,51.4,B형,1952-03-01,8063-5800,xq88ugeqz,yahoo.com,기독교
9303,손영택,남성,173.5,64.5,AB형,1971-11-21,0115-6871,p1pblrzr,naver.com,불교
9304,김훈성,남성,165.3,63.9,AB형,1968-06-14,7792-5789,ry7gsi0uixtm5,naver.com,기독교
9305,이서성,여성,159.4,50.6,A형,1967-10-12,2040-5099,nk72929k8i,naver.com,기독교
9306,장지성,남성,164.1,64.6,O형,1976-11-03,0325-5304,asp8ebe,yahoo.com,무교
9307,강남은,남성,168,71.6,A형,1973-04-04,3574-5984,z5uvqsl2yjh4z,daum.net,기독교
9308,윤훈지,여성,161.2,56,B형,1986-10-26,2739-8920,d579hewddfqo4,yahoo.com,무교
9309,김준훈,여성,153.4,61.6,O형,1976-07-17,0547-9848,xjx3gq8z85,naver.com,불교
9310,한훈덕,여성,157.1,52.1,B형,1946-12-09,0500-6866,e64obne2rkvnv,naver.com,기독교
9311,이희은,남성,162.7,65.8,B형,1987-06-15,2890-1911,vaqhn2e97,naver.com,무교
9312,박은지,여성,155.5,59.9,A형,1987-09-11,2410-4034,wmkambv,gmail.com,무교
9313,채서서,여성,164.6,54.1,O형,1994-09-25,2428-4802,cv6s20,yahoo.com,무교
9314,고지석,남성,162.3,68.6,B형,1948-10-20,1153-4566,p8zi57,daum.net,천주교
9315,김우훈,여성,154.7,62.3,A형,1996-07-11,3129-8791,bux078v,gmail.com,기독교
9316,권서준,여성,155.6,54.9,B형,1960-05-28,8406-7689,reqw4d0,yahoo.com,무교
9317,강택준,여성,160,52.1,A형,1952-05-15,3140-3042,e2x7bjrmf,yahoo.com,불교
9318,정상은,여성,155.4,57.1,O형,1992-07-07,8984-6364,ov1eceh0,yahoo.com,불교
9319,최협영,남성,170,73.2,O형,1961-09-29,4146-8761,gnceekaz3i7,daum.net,불교
9320,김현서,남성,165.5,69.2,O형,1961-03-14,2318-1684,bgnwhbhvt,yahoo.com,불교
9321,이우택,남성,166.7,67.9,B형,1987-02-13,5144-3275,wqdcbb73uizx1,gmail.com,기독교
9322,이덕훈,남성,174.6,63.7,B형,1983-04-12,3094-0567,yxr7gkatim,yahoo.com,무교
9323,이남영,여성,161.7,61.1,O형,1947-11-02,5521-5005,wfbo8p3shxm8z,naver.com,기독교
9324,권석종,남성,166.3,68,O형,1981-08-24,8069-4858,j3hocrl,daum.net,무교
9325,정석서,여성,163.2,52.4,O형,1957-10-16,0303-4576,nnef2yhzrfj3c,yahoo.com,불교
9326,김훈종,여성,160.9,50.4,O형,1975-10-26,4483-0724,m302e14,yahoo.com,무교
9327,황종서,남성,168.8,66.1,B형,1974-10-07,3301-5388,n43h89t9,naver.com,불교
9328,봉종정,여성,158,58.2,AB형,1978-10-17,9203-4868,mc7w5v4,yahoo.com,불교
9329,박덕은,여성,154.3,51.9,B형,1956-05-08,2315-3921,hh91s9j9k,naver.com,불교
9330,김지종,여성,152.3,52.9,A형,1987-07-30,9782-1637,i8077rw,gmail.com,무교
9331,임희은,여성,153.8,63.3,A형,1967-12-22,6053-3617,milxgkdgga0hm,daum.net,불교
9332,최현협,남성,175.8,66.2,O형,1947-12-29,8867-8593,ex21tsowv96d2,gmail.com,천주교
9333,최영준,여성,169,60.7,AB형,1952-08-02,8814-2155,rakr2n7qfs,naver.com,무교
9334,정준택,여성,148.3,55.2,B형,1982-11-20,0587-4308,buzek6qfpys,daum.net,무교
9335,장택성,여성,158.4,53.9,AB형,1969-05-29,3735-3471,cnrfsi7hi6fa,yahoo.com,기독교
9336,엄지영,남성,175.2,69.1,B형,1978-11-25,7396-0896,qbq6dud,naver.com,천주교
9337,서우성,여성,155.4,52.6,B형,1959-11-29,0022-7438,ftldxsvt73j,yahoo.com,불교
9338,박덕훈,남성,170,64.2,O형,1988-12-19,9510-7795,gq89myw,yahoo.com,불교
9339,박정정,여성,164.6,52.7,AB형,1963-10-01,4301-4700,vqpt1ee,daum.net,무교
9340,신진준,여성,161.4,55.6,O형,1976-06-15,7693-8333,ge1al7a30rz0l,naver.com,무교
9341,이석영,남성,161.9,67.9,O형,1978-11-26,4926-8131,lafczl,daum.net,무교
9342,김현남,남성,171.4,74.9,B형,1995-05-21,2843-4844,nk9huq,daum.net,무교
9343,지지용,남성,166,64.5,A형,1961-09-17,7620-0273,cqmc73mjn73i,naver.com,무교
9344,이덕진,여성,157.3,56.1,A형,1973-01-13,6620-8734,p8v15yr,naver.com,무교
9345,서협영,남성,167,71.1,A형,1989-09-20,7949-9452,ev2vs7mz3sw,naver.com,천주교
9346,심지지,여성,153.9,50.7,A형,1969-06-20,3129-3173,wtuig1,gmail.com,무교
9347,최서석,남성,172.5,68.9,O형,1976-12-15,3904-2293,fmle8lcrulxqm,gmail.com,무교
9348,이택우,여성,156.2,55.3,O형,1967-09-30,2352-9048,z9u37srv,daum.net,불교
9349,김우은,여성,157.2,51.8,A형,1972-11-26,1685-9130,ktn3pki,daum.net,불교
9350,김준준,남성,177.6,68,O형,1987-03-02,6529-7441,hy7p920ph,gmail.com,무교
9351,임덕지,여성,151.2,53.1,B형,1948-12-16,6479-8433,zialjx1mincy2,naver.com,무교
9352,윤준진,여성,154.9,62.3,B형,1954-12-22,5454-4945,hojb6y2ps,gmail.com,천주교
9353,윤덕정,남성,175.2,71.1,B형,1959-07-10,9836-3407,doh4pi6lj4,gmail.com,무교
9354,권용준,여성,153.2,51.5,B형,1992-02-13,6991-8822,us9qcocy,naver.com,천주교
9355,이우남,여성,159.5,56.9,O형,1947-03-27,3559-2369,x98uob97741,yahoo.com,무교
9356,백지덕,남성,165,65.2,A형,1989-06-06,9761-9749,svnrzr,daum.net,무교
9357,박지훈,여성,161.8,52.6,A형,1960-10-14,9480-5701,fe8ejifg0sahk,daum.net,불교
9358,신남덕,남성,169.6,65.4,B형,1994-11-28,0514-3678,g4fx9bvwc,gmail.com,무교
9359,이지용,남성,168.1,68,AB형,1978-02-15,8123-9433,hp6h10mg1erw,yahoo.com,무교
9360,강덕우,여성,164.8,63.3,O형,1949-02-24,8080-6514,i3hbes6nf,daum.net,불교
9361,이진상,남성,167.4,59.4,AB형,1948-12-05,6498-0431,wwxd73kzfgdr,yahoo.com,불교
9362,임지덕,여성,157.7,52.8,O형,1977-09-28,8854-4694,m8jopy,naver.com,기독교
9363,진진택,남성,171.1,63,AB형,1948-10-16,4236-7850,qvbux5w5,yahoo.com,기독교
9364,송은희,남성,169,68.5,O형,1980-02-25,1681-6887,dvi841xz5hdc,daum.net,무교
9365,조협훈,여성,157.5,60.7,B형,1972-04-12,9421-8760,k9coa2jdh,naver.com,불교
9366,강훈상,여성,156.6,51.6,O형,1950-02-16,1073-9266,e9ceum8,naver.com,불교
9367,박훈정,남성,173.7,65.9,O형,1969-06-26,5367-7649,fka2vto,daum.net,불교
9368,박덕종,남성,173.7,66.6,A형,1963-12-22,3003-2620,evrq99,naver.com,기독교
9369,홍서성,남성,168.5,64.6,B형,1986-03-21,7581-5609,i2v0jo6o4q,gmail.com,불교
9370,조영훈,남성,166.8,69.7,A형,1987-01-06,6486-4588,gwbfoss23m,naver.com,불교
9371,김성정,여성,149.1,57.4,A형,1988-11-02,4195-7704,v0a21hy5,daum.net,무교
9372,박상영,남성,172.3,69.5,A형,1971-05-23,4886-9288,l1brracz6vvuy,naver.com,기독교
9373,유서영,여성,152.7,51.5,A형,1978-08-25,7272-7834,mdd2x3wmwkn1z,yahoo.com,무교
9374,하지성,여성,149,54,O형,1972-01-06,1717-7370,vdvjcexzz3bm,yahoo.com,무교
9375,신상종,남성,175.6,63.6,O형,1957-01-30,3392-1516,hoqpht8o7,gmail.com,무교
9376,이서현,여성,160.4,57.6,A형,1957-09-26,9900-8687,bg0oznxpgwma7,yahoo.com,무교
9377,박석성,남성,176.6,65.2,A형,1994-06-23,4789-8095,n3kwgbk8kt,naver.com,무교
9378,김정서,여성,157,57.6,A형,1979-10-21,1076-1353,ec6s8bli,gmail.com,무교
9379,박영준,여성,158.3,51.9,A형,1948-02-05,0201-8976,eh2j2588acbc,naver.com,천주교
9380,임준택,여성,157,51,A형,1995-06-18,6203-2989,dt9x4ucv8lqb,yahoo.com,기독교
9381,권덕택,여성,162.9,50.9,A형,1987-02-06,5599-7374,bc5wb9f42gjxs,gmail.com,불교
9382,엄서희,남성,167.2,67.3,A형,1981-03-02,2305-1219,i6x9yyc,naver.com,무교
9383,윤종훈,여성,162.9,53.3,O형,1957-04-29,9115-1336,ni58rm6,daum.net,무교
9384,임지진,남성,167.3,69.6,B형,1987-02-14,3994-4878,acywmr8s,naver.com,기독교
9385,권정상,여성,154.7,49.9,AB형,1994-10-12,5775-2400,njokstp2,daum.net,불교
9386,이은협,남성,169.5,69.8,B형,1951-04-25,0062-3019,p8safplu2ztut,gmail.com,무교
9387,한정석,남성,170.6,61.9,O형,1984-08-15,0393-0161,yrs2xja3a,daum.net,기독교
9388,변진희,여성,154.6,47.8,B형,1982-03-07,4049-8882,qht8miy,daum.net,불교
9389,심훈택,남성,169.7,66.7,A형,1981-08-11,0235-0542,pg6l4j7h7ih5,naver.com,무교
9390,최서희,남성,172.8,68.4,A형,1984-11-18,5671-0862,jgvpwcd7,daum.net,무교
9391,김훈현,남성,169.2,65.2,AB형,1974-02-05,8265-5388,rf49jf8mhm,gmail.com,무교
9392,안정정,여성,158.4,52,A형,1956-02-08,6097-5594,m0ztb28pgan,daum.net,무교
9393,임택상,여성,150,58.1,A형,1986-08-20,4483-0816,d68euugunr3,naver.com,기독교
9394,권영희,남성,176.9,64.8,B형,1955-09-15,8626-7952,rplz88p4u01,yahoo.com,불교
9395,한지지,남성,176.3,75.2,O형,1965-02-21,4198-0548,yc8vnnf,daum.net,기독교
9396,박우덕,남성,180.5,72.6,O형,1992-02-26,1743-4219,x7ds91kd62glu,naver.com,무교
9397,박훈용,남성,168.7,77,AB형,1949-01-19,2807-9593,odd0wu9z,gmail.com,무교
9398,윤지희,남성,168,63.3,O형,1946-07-11,0528-5525,s1gjf5p0pyv,daum.net,불교
9399,정진택,남성,170,57,O형,1992-11-25,4012-6241,tesgu6v,naver.com,기독교
9400,박지협,남성,167.5,72,A형,1953-06-15,3380-1964,pxk4zr15,yahoo.com,불교
9401,박희덕,남성,164.9,72.2,A형,1992-05-08,7011-7974,m5i5b19zl,yahoo.com,불교
9402,김지현,여성,150.9,50.7,O형,1984-03-07,6866-1651,n7ovoi4gfqg,daum.net,불교
9403,전종영,남성,167.9,62.4,O형,1978-07-19,4677-2307,dtcjwdg9,yahoo.com,무교
9404,윤상지,여성,152,49.6,AB형,1962-07-02,3619-1350,h0auf7r2,gmail.com,무교
9405,고지우,남성,171.2,68.8,A형,1959-11-24,3828-4433,w90m1q5,yahoo.com,무교
9406,황상석,남성,180.7,65.9,O형,1955-02-16,6939-1430,fkvj3be2l4,gmail.com,무교
9407,류우훈,여성,154.8,56.2,A형,1978-02-03,6574-0051,u7alq17r,yahoo.com,불교
9408,박덕준,여성,161.9,50.3,B형,1960-11-12,3766-1531,cughak,gmail.com,무교
9409,양성덕,여성,152.4,57.5,A형,1991-07-12,7626-4060,lgz4ln17nv,daum.net,무교
9410,이훈은,여성,154.6,53.4,B형,1947-12-08,2625-4850,zr0okidb,gmail.com,무교
9411,서석희,남성,176.7,66.8,B형,1950-02-28,1835-5474,jrf42fgyvlemh,naver.com,무교
9412,김용지,여성,151.6,59,A형,1956-12-11,8040-5786,llerckxv,yahoo.com,불교
9413,장현종,여성,154.1,54.5,O형,1977-11-14,8487-6294,d72dfm9jmbn,yahoo.com,기독교
9414,김훈준,남성,170.7,61,B형,1977-05-05,3077-6580,n0zky8,yahoo.com,불교
9415,모준희,남성,176,61.1,A형,1979-03-16,2571-7738,dozezwrtxbdm,yahoo.com,기독교
9416,이택석,남성,167.9,59,A형,1967-08-12,2988-9479,mor2ejpq95qk7,naver.com,무교
9417,임진덕,여성,156.7,56.2,A형,1954-11-17,3805-6758,y6nzcdc0,naver.com,기독교
9418,이지상,남성,161.1,65.8,A형,1987-11-28,8492-1734,rbsntu5mml1g,yahoo.com,기독교
9419,전남은,남성,174.9,63.4,O형,1979-10-13,8500-9572,rq9g1qkvz4e,daum.net,불교
9420,이협영,남성,167.1,59.8,A형,1951-02-11,0192-1553,vklt2gig3a,gmail.com,무교
9421,윤영남,남성,171.7,63.2,A형,1988-08-02,6593-5648,wcvuvjcvmt52,daum.net,불교
9422,박준훈,남성,162.9,62.8,O형,1961-05-12,9178-7597,mgckmqvhg8elh,gmail.com,불교
9423,김현준,남성,174.2,67.5,AB형,1991-04-14,9223-9632,e2qmcg8o97p,yahoo.com,불교
9424,김영준,남성,174.7,63.8,AB형,1979-11-22,7639-6019,ipfj2o6,yahoo.com,천주교
9425,이택덕,여성,160.4,56.1,B형,1978-04-28,9014-7108,y61z2n1,gmail.com,무교
9426,최덕지,남성,173.9,63.1,A형,1948-02-23,8248-2914,n6gy65fk66,yahoo.com,무교
9427,김상지,남성,163.6,54.9,B형,1953-12-06,7906-6762,lax33it,naver.com,무교
9428,김지현,남성,172.6,62.9,A형,1947-04-15,8386-7002,fl7osm2n058m0,daum.net,무교
9429,김은희,남성,167.2,57.9,A형,1994-07-10,1516-4992,dkgarw,yahoo.com,무교
9430,남상남,남성,168.9,66.9,O형,1993-09-05,9718-1671,tauucafdemmkp,naver.com,불교
9431,최상종,여성,159.7,54.7,A형,1973-11-17,7277-6877,boraoq6a,naver.com,불교
9432,김덕상,남성,172.7,67.7,O형,1975-03-20,8542-0102,s4th5t9,yahoo.com,무교
9433,강택덕,남성,173.7,67,O형,1970-07-07,6411-3678,siou0b,yahoo.com,기독교
9434,배희준,여성,152.5,47.9,B형,1975-10-19,8875-1974,o8qhy81ls3a,daum.net,천주교
9435,문종희,남성,168.7,66.8,B형,1956-04-28,3323-9949,xd46dq,daum.net,불교
9436,이은우,남성,168.3,65.4,B형,1995-11-02,5755-8568,th0myb2hp,daum.net,천주교
9437,이영지,남성,170.4,59.4,B형,1976-10-18,4880-0927,fy5uvw,gmail.com,기독교
9438,서준훈,여성,151.6,55.3,B형,1981-10-27,3675-7077,fqvi1094i6c,daum.net,불교
9439,임남용,남성,168.6,65.1,O형,1974-12-27,9336-2574,i45wl16v2l6,yahoo.com,천주교
9440,조훈희,남성,175.4,69.4,A형,1948-04-18,1203-1968,onpa7u,yahoo.com,무교
9441,박종훈,남성,164.7,62.3,B형,1951-12-09,5368-3236,ln5fmql,daum.net,무교
9442,민영지,여성,159.4,51.4,B형,1986-12-14,7878-0865,a6co2d3adr7qa,yahoo.com,기독교
9443,연훈지,남성,173.3,71.8,B형,1986-05-03,3176-3385,bcw1ceows,naver.com,기독교
9444,이현진,남성,165.1,70.5,A형,1990-01-30,2221-2309,hiqzbn85d7d,yahoo.com,무교
9445,이은용,남성,166.2,67.3,A형,1968-09-26,8381-5070,w5vou9,daum.net,무교
9446,신성진,남성,168.7,70.6,AB형,1989-12-18,9193-6524,xghf1992,yahoo.com,무교
9447,전준용,남성,166,67.2,A형,1966-05-20,3152-8649,a8vmrw8b,daum.net,불교
9448,류서훈,남성,173.7,64.3,B형,1980-05-27,4793-8142,tte3ya,yahoo.com,기독교
9449,안은훈,남성,161.6,68.5,O형,1967-12-23,1044-6781,o4sdhwa,daum.net,무교
9450,김남우,남성,175.1,62.3,AB형,1969-05-28,8378-2169,eot01px6,yahoo.com,무교
9451,강남성,남성,162.2,72.9,A형,1953-04-30,0499-3355,uhbe19,daum.net,무교
9452,김정진,여성,155.9,54.8,O형,1994-09-17,8283-9863,ka4ksa7iv,daum.net,무교
9453,류덕지,여성,160.4,53.1,B형,1948-12-21,6746-1036,u4bue3zwfwa4g,daum.net,천주교
9454,김서훈,여성,148.3,51.7,O형,1952-08-21,4367-7158,vnhdq4nx9k1t,yahoo.com,무교
9455,김지택,남성,183.8,70.6,B형,1967-01-19,5751-3626,qku5k1qp,naver.com,불교
9456,곽석현,여성,163.2,51.5,A형,1976-10-16,2748-5818,bbbp1i69gbf,yahoo.com,무교
9457,전협은,여성,156.4,50.2,O형,1971-02-19,3941-2667,bb3lzv,daum.net,불교
9458,서희정,남성,174.7,65.7,O형,1980-10-08,1148-9406,un5cndfzuy,daum.net,불교
9459,김훈훈,여성,160.1,56.3,B형,1991-04-18,9722-1590,gwg661b,yahoo.com,기독교
9460,장훈남,여성,152.9,55.6,B형,1977-03-29,7498-6559,f1bcu6w1pi,daum.net,무교
9461,이용협,남성,169.8,64.3,O형,1985-03-06,8890-7462,sh4073h,naver.com,기독교
9462,박성지,남성,165.5,60.5,B형,1968-03-23,4934-9663,jqao3jquh,daum.net,무교
9463,강택훈,남성,175.7,68.3,B형,1984-06-01,1966-3236,kywil305,daum.net,무교
9464,이현남,남성,167.4,60.2,O형,1964-09-16,0983-9193,hs220zk,daum.net,무교
9465,윤석지,남성,174.1,70.3,O형,1994-05-02,3119-6691,ap4zeiv,naver.com,불교
9466,이은지,여성,149.2,54.7,B형,1953-04-09,1055-8172,icmlh09gt,naver.com,기독교
9467,장종준,남성,173,60.5,AB형,1971-08-01,0741-6491,vj70cjd9f,gmail.com,무교
9468,김택서,여성,151.1,50.6,O형,1983-09-23,1295-1297,w9jsiaeum,yahoo.com,불교
9469,홍정지,남성,180.4,61.7,AB형,1983-09-20,9061-2917,ww6u4ukp,yahoo.com,기독교
9470,조진준,남성,162.6,72.3,B형,1966-05-04,6926-5632,juml1mwx,daum.net,불교
9471,김석은,남성,170.8,60.8,O형,1990-04-01,8815-9453,bm500yxfqxwa2,naver.com,무교
9472,김진서,남성,169.3,68.2,O형,1984-02-20,6767-9801,wszrgft5,yahoo.com,무교
9473,이희성,여성,151,54,O형,1982-09-15,2947-2661,df2papx5a,gmail.com,무교
9474,김진남,여성,159,52.8,A형,1985-12-24,0633-8546,ob30a8,yahoo.com,무교
9475,안준훈,여성,159.1,51.8,AB형,1948-01-28,0564-2630,qwm100gv,yahoo.com,기독교
9476,이지현,여성,163.8,55.7,A형,1967-11-02,4653-9022,u3ikqym,gmail.com,불교
9477,김은지,남성,165.5,66.1,AB형,1970-05-31,0402-2859,q4t9iw,daum.net,무교
9478,김남희,남성,179.1,73.8,O형,1958-09-22,1597-7829,g5qfmg,yahoo.com,무교
9479,백서상,남성,164.3,77.4,A형,1984-08-30,7633-1690,kelkm51hfy,daum.net,기독교
9480,이훈용,남성,174.6,66.1,A형,1962-10-05,0530-3654,sygo0z,yahoo.com,무교
9481,현덕용,남성,172.1,69.3,A형,1970-03-26,4189-1229,twnutd,gmail.com,무교
9482,임지우,남성,172.3,59.8,O형,1958-09-06,2894-4364,tbonabt,naver.com,무교
9483,송희준,남성,172.4,70.8,O형,1950-02-22,1602-8829,qk7dykvi78g,daum.net,무교
9484,김우용,여성,152.2,64.7,A형,1995-12-20,9008-6819,bm3gnna,yahoo.com,무교
9485,최택지,남성,170.1,54.6,O형,1982-09-15,2883-4909,axuuyd9,gmail.com,기독교
9486,김정상,여성,161.2,55.5,O형,1995-09-17,1059-6837,amvws6rs,naver.com,무교
9487,박준성,남성,166.5,61.6,B형,1956-01-16,3135-9284,h6sq5w4e,naver.com,무교
9488,최종종,남성,168.6,76.3,B형,1976-05-23,2288-5298,ira003oqmqd,yahoo.com,무교
9489,박은덕,여성,158.8,53.6,O형,1966-02-25,6692-7382,k514xp0,gmail.com,무교
9490,김덕성,여성,152.4,58.7,O형,1966-06-22,0259-4532,wlvvtolp2c,gmail.com,불교
9491,김덕훈,남성,165.7,56.9,B형,1992-11-25,6784-8942,gpbx0i7z,yahoo.com,불교
9492,정정진,남성,176,62.4,O형,1969-11-01,4246-7340,w1yp6j6dgmz6,daum.net,불교
9493,이준준,여성,151.5,49.2,B형,1956-09-05,4689-3615,sf80pl39,naver.com,불교
9494,김석덕,남성,166.9,69.3,O형,1980-05-03,5482-2227,ir3u68k,daum.net,기독교
9495,차택정,여성,154.3,52.9,B형,1957-03-23,4149-8207,sbc1c3nby,daum.net,불교
9496,최지준,남성,173,64.3,A형,1964-09-23,1071-4977,bh6qk863s8,naver.com,무교
9497,김용정,여성,150.7,56,B형,1972-10-24,7758-2124,e0z4t7,daum.net,무교
9498,김협성,남성,164.9,76.9,AB형,1966-03-02,2169-7171,ibrtjdifol,gmail.com,무교
9499,조준남,여성,155.9,53.1,A형,1988-02-03,7422-2747,nol2kzcvt,yahoo.com,무교
9500,홍영영,남성,171.8,68.2,A형,1953-07-26,7008-3904,srxwci,daum.net,무교
9501,현덕현,남성,169.3,57.2,B형,1995-03-12,1897-5113,j5qb5ronk1,daum.net,무교
9502,정훈준,남성,157.4,64.1,AB형,1967-05-05,6436-8568,p9t9iwj8,gmail.com,불교
9503,장용상,남성,164,67.8,O형,1970-07-14,0974-3177,or5n4mizj0r,naver.com,무교
9504,박진종,남성,171.9,65.7,B형,1960-03-21,8282-5478,sa2xzf6fwutg,gmail.com,불교
9505,정정영,남성,169.3,72.4,A형,1982-03-18,5580-6782,pay59cj50xs,gmail.com,무교
9506,이정진,남성,167.3,69.5,B형,1954-11-03,3704-6462,xvcwpf2jowy,daum.net,무교
9507,장지서,남성,180,64.9,A형,1949-01-18,4668-6176,m9p6ku1,gmail.com,기독교
9508,김성희,여성,158.8,57.5,O형,1962-06-29,2308-6234,lyvul4euc7i6x,gmail.com,기독교
9509,김영준,여성,149.9,54.4,B형,1970-12-12,2133-8352,lt9pfhsfjt,daum.net,불교
9510,김희훈,남성,173.2,70.3,O형,1976-02-09,3296-0097,pkkdzco9clt8v,daum.net,무교
9511,양종진,남성,167.4,61.6,A형,1985-05-30,4858-4090,jhxb4p,daum.net,무교
9512,함훈준,남성,175.6,67.8,O형,1967-05-29,3297-0219,c698mab,daum.net,기독교
9513,김진덕,남성,163.4,63.4,AB형,1958-01-05,6157-4176,d2rimshbjkd,naver.com,무교
9514,유지종,남성,169,66,B형,1985-01-21,4701-9883,e7wjigf7irk,daum.net,무교
9515,이정영,남성,170.1,61.8,B형,1987-07-30,5407-4576,myyjv1,daum.net,무교
9516,오택은,남성,170.2,60.9,B형,1947-06-05,8231-8053,y0b47sr1sj,naver.com,기독교
9517,김은준,남성,171.3,60.2,B형,1969-04-01,2071-0783,nunnkl,yahoo.com,무교
9518,조훈진,여성,160.3,55.3,O형,1955-12-22,0471-9311,qqltjttx,gmail.com,기독교
9519,이은은,여성,156.4,53.3,B형,1964-12-04,1576-8788,xzl0pafbo9h4,gmail.com,무교
9520,안남우,남성,171,67,O형,1982-10-16,8699-4060,u4tujm,yahoo.com,무교
9521,이훈서,여성,158.6,56.8,O형,1977-08-12,4716-0767,joofwx1t,gmail.com,기독교
9522,서준성,남성,169.5,70.5,A형,1977-12-06,9081-1701,bn2w4xo81q,gmail.com,기독교
9523,옥상석,여성,157.2,56.9,A형,1959-01-28,1734-1347,op00bmqsagc,yahoo.com,기독교
9524,김준준,남성,168.9,80.6,O형,1988-12-05,7974-6455,pe67ynk39l51,gmail.com,무교
9525,황훈남,여성,150.2,53.2,A형,1989-08-19,2001-3866,l7m1oec,naver.com,무교
9526,이훈택,여성,161,55.9,O형,1979-08-31,2804-9481,tqkepg28iq5vo,naver.com,기독교
9527,김택정,여성,148.3,59.7,A형,1976-11-06,9183-9228,tiy7cp6ym,daum.net,무교
9528,황남성,남성,167.6,67,A형,1955-01-09,4927-3206,dck9byhwk9w,naver.com,무교
9529,장진남,남성,166.1,66.8,AB형,1975-06-26,2654-6691,e240ya91,yahoo.com,천주교
9530,김진희,여성,153.1,58.5,A형,1985-09-03,4638-9477,htirwng0xzj,naver.com,무교
9531,최영정,남성,168,71.5,O형,1975-02-11,4856-9916,ozakt2,gmail.com,무교
9532,이훈훈,남성,183.1,62.5,B형,1984-06-18,9167-1591,tyu910e,naver.com,기독교
9533,김서은,남성,166,69.8,AB형,1966-05-14,3785-2950,qok4anid7z,naver.com,무교
9534,최현용,남성,169.8,67.3,O형,1953-09-15,9988-0337,csfl4ozy,yahoo.com,무교
9535,윤훈지,남성,169.5,64,A형,1984-08-01,9213-2111,r9ko1jgw4jp3,naver.com,불교
